PropertyID,NewPropertyID,Property,Address,YearAcquired,OwnedAcres,PolParkFinder,Zip,SubArea,SpecialInfo,ProgramInfo,HistoricalInfo,Phone,AltProperty,PayToPark,Facebook,ActivityCatalog,ConstantContact,latitude,longitude
1448,1267,The Fields Park,1099 NW Overton Street,2010,3.3507525,1,97209,NW,"Park hours: 5:00am-midnight  <b>BEECN - A Basic Earthquake Emergency Communication Node</b> (pronounced beacon) is a place to go in Portland after a major earthquake to ask for emergency assistance if phone service is down, or report severe damage or injury. <a href=""https://www.portlandoregon.gov/pbem/59630""target=""_blank"">More information here.</a>",,"In the early 1900s, the Pearl District was a major industrial and transportation hub of Portland, with extensive rail yards, warehousing, and manufacturing facilities. In the 1950s, many industrial activities were relocated as transportation patterns shifted from water and rail to surface transit on interstate highways and air. The low rents that soon followed created spaces for artists and small businesses.  The Pearl District of today began in the early 1980s with extensive planning efforts to convert warehouses and rail yards into mixed use development. Pearl District redevelopment gained momentum in the 1990s which resulted in urban mixed use with multi-family residential buildings, offices, and a broad range of retail shops and services.  This is the third park that was outlined in the Portland River District Park System Urban Design Framework Study (January 2001). The study included planning and design concepts for four parks within the Urban renewal Area (URA) located between NW 10 and 11 Avenues, beginning at NW Johnson. The four parks include Jamison Square (completed 2002), Tanner Springs (completed 2005), The Fields (completed 2013), and a potential Riverfront Park. The Fields is situated within the Hoyt Street Yards portion of the Pearl District Neighborhood Association (PDNA).",,The Fields Park,,,,,45.533062,-122.681899
1449,1464,Oliver-Parklane Community Garden,15811 SE Main Street,2013,0.23815344,1,97233,SE,,,,,Oliver-Parklane Community Garden,,PDXcommunitygardens,,,45.515347,-122.501651
1450,1465,Centennial Park Community Garden,17630 SE Main Street,2013,0.24393256,1,97233,SE,,,,,Centennial Park Community Garden,,PDXcommunitygardens,,,45.512035,-122.481269
1451,1463,Foster Floodplain Natural Area,SE Foster Road between 104th and 111th Avenue,,54.09339734,1,97266,SE,Hours: 8:00am-7:00pm,No dogs are allowed at Foster Floodplain Natural Area.,"Working for over 15 years through the Willing Seller Acquisition Program, the City of Portland purchased the land from 60 families and helped them move out of the 100-year floodplain. Restoration of the 63-acre site, completed in 2012, transformed a flood-prone neighborhood into a beautiful natural area. <p>",,Foster Floodplain Natural Area,,,,,45.473902,-122.552859
1452,101452,Harpers Playground,2525 N Dekum Street,2012,0,1,97217,N,"Park hours: 5:00am-midnight  The thoughtful design allows people of all ages and abilities to easily play together. It also provides a gathering space where neighbors and families can meet and make new friends. Features include an elevated sand table with a water pump, a xylophone, climbing walls for ages 2-5 and a separate wall for 5-12 year olds, and a pair of universally-accessible adaptive swings.  <b>Accessibility Information</b>   <i>Parking</i>  - Parking lot  - Paved pathway to play area  - 300 feet to play area   <i>Play Area</i>  - Universally accessible   <i>Play Equipment</i>  - Transfer station  - Sensory play elements   <i>Other Amenities</i>  - Accessible restroom  - Accessible picnic table","Visit <a href=""http://harpersplayground.org/"" target=""_blank"">harpersplayground.org</a> for more information.","Constructed in 2012 in Arbor Lodge Park, Harper's Playground is the result of a public-private partnership between PP&R and the Goldberg family. It is named after their daughter, Harper, whose enjoyment of this neighborhood park inspired them to spearhead a community fundraising effort to build a universally accessible playground. It is the first of its kind in the Portland area. <p>",,Harper's Playground - Arbor Lodge Park,,http://www.CMCpdxcom/pages/Harpers-Playground/116844595027607,,,45.572971,-122.693118
1453,,Brentwood South Community Garden,SE 57th Avenue and Bybee Blvd,,,0,,,,,,,,,,,,45.4726641,-122.6069936
1454,1480,Colwood Golf Center,7313 NE Columbia Blvd,2014,91.75859209,1,97218,NE,,"The banquet and meeting facilities, restaurant, pro shop, and new driving range are open for business! For more information, call 503-254-5515.  For hours, fees, and other info, go to <a href=""http://www.colwoodgolf.com/"" target=""_blank"">www.colwoodgolf.com</a>","Beginning in 2012, the Trust for Public Land (TPL) negotiated the purchase of the privately-owned 120-acre Colwood Golf Course. As part of TPL's efforts, the northern portion of the property (35 acres) was rezoned for industrial use in 2013. TPL purchased the other 85 acres of the property with the intent to sell it to the City of Portland to manage as open space. Portland Parks & Recreation (PP&R) and the Bureau of Environmental Services (BES) jointly purchased the 85 acres from TPL on March 28, 2014, after receiving approval from Portland City Council.  PP&R operates 48 acres of the parcel as a golf facility for youth and adults. The remaining 37 acres are being restored as a natural area.",5032545515,Colwood Golf Center,,,,,45.569888,-122.586655
1455,101455,Alex Rovello Memorial Courts,SE Cesar E Chavez Blvd and Bybee Blvd,2014,0,1,97202,SE,"Park hours: 5:00am-midnight  The renovation of the courts included resurfacing the two existing courts to USTA standards, including lines for age 10 & under, as well as replacing the fencing, on-court benches, nets, and posts; installing a drinking fountain; trimming the trees; installing an ADA accessible entrance; repairing and painting the retaining wall; replacing on-court drainage; and providing a maintenance fund.  <b>Accessibility Information</b>  <i>Tennis Area</i> - Accessible  - Meets USTA standards - Backboard for practice  <i>Other Amenities</i> - Drinking fountain - Benches - Memorial","Visit <a href=""http://alexrovellomemorial.org/"">alexrovellomemorial.org</a> for more information.","Dedicated on July 27, 2014, the Alex Rovello Memorial Courts are the result of the efforts of Alex’s parents, Geri and Jim Rovello, who lost their son in a tragic accident in spring 2013. Alex learned to play tennis at the age of two at Berkeley Park. He went on to win four state singles titles, was a member of Cleveland High School’s only state championship team, and was a nationally ranked Junior Player in the USTA as well as an outstanding player at the University of Oregon.   The Rovellos established the Alex Rovello Memorial Fund in honor of their son. The mission of the Fund is to provide a safe and professional environment for children and adults, from all walks of life, to learn and play tennis. The Fund paid for the renovation of the tennis courts at the park, thanks to contributions from nearly 1,400 individuals and organizations.",,Alex Rovello Memorial Courts - Berkeley Park,,,,,45.472695,-122.623091
1456,1384,Khunamokwst Park,5200 NE Alberta Street,2009,2.43282935,1,97218,NE,"<b>Park Hours:</b> 5:00am-midnight daily.  <a href=""/parks/article/499460"">How to pronounce Khunamokwst Park.</a>  <a href=""http://www.portlandonline.com/parks/index.cfm?c=38301""  target=""_blank"">Picnic Site Maps and  Info</a> To reserve a picnic area, call 503-823-2525.   This park has a splash pad - <a href=""https://www.portlandoregon.gov/parks/article/578662""  target=""_blank"">click here for hours and more information</a>.  <b>Accessibility Information</b>   <i>Parking</i>  - (1) off street designated parking stall  - Paved pathway to fully accessible play area - 200 feet to play area   <i>Play Area</i> - Engineered mulch surface and accessible synthetic turf surfacing - Ramp into play area   <i>Play Equipment</i> - Transfer stations - Accessible swing seat   <i>Other Amenities</i> - Accessible restroom  - Accessible picnic table - Fully accessible pathway system within park",,"On August 7, 2014, Portland Parks Commissioner Amanda Fritz joined neighbors, partners, and special guests to reveal the name of the first developed park in the Cully neighborhood. It will be called Khunamokwst Park (pronounced KAHN-ah-mockst.) Khunamokwst is a Chinook wawa name meaning ""together"". Khunamokwst will be the first PP&R park to enjoy a name indigenous to the land it sits on. Chinook wawa is the language commonly used by the original people of this area.  Supported with funding from Metro's voter-approved 2006 bond.  Khunamokwst Park was formally dedicated in a Grand Opening Celebration on Saturday, May 16, 2015.",,Khunamokwst Park,,,,,45.558633,-122.608853
1457,1411,South Waterfront Greenway,899 SW Curry Street,2011,4.35762237,1,97239,SW,<b>Park Hours:</b> 5:00 AM to midnight daily  <b>Accessibility Information</b>  <i>Parking</i> - Parking lot & street parking are available within neighborhood (not dedicated to the park) - Paved sidewalk into park - 475 feet from parking options to the park  <i>Other Amenities</i> - Accessible riverfront overlooks  - Accessible pedestrian paved pathway along river,,"<br><b>Project Background</b> The South Waterfront Greenway Development Plan, accepted by City Council in 2004, provided a vision and concept plan for the entire South Waterfront Greenway. The Greenway, which stretches from the Marquam Bridge south to the River Forum Building, will strive to balance the needs of the public and the health of the Willamette River.  The City of Portland's South Waterfront Plan envisioned a system of parks working together to enliven the neighborhood, stimulate development activity in the area, and provide for the recreational needs of area residents. These projects are important because they set the tone for the quality of open space in the district.   <b>Environmental Requirements:</b> At the direction of the U.S. Army Corps of Engineers, the State of Oregon Division of State Lands (DSL) and the National Marine Fisheries Service (NMFS), the design for the riverbank restoration included habitat in the form of a shallow water bench to provide shelter for juvenile fish, and adjacent riparian plantings. Working jointly with the Corps of Engineers, Oregon DSL, NMFS, Oregon Department of Environmental Quality, and the City’s Bureau of Environmental Services, a hybrid concept was developed in summer 2010 that met public and agency needs.  <b>Phasing</b> After nearly 10 years of planning, review and design by local, state, and federal agencies, the Greenway Project was permitted in June 2012.  Construction was broken into two phases. Phase 1 included Riverbank Restoration - removal of contaminated soil, installation of retaining walls, riparian habitat, and the osprey pole, plus repair of areas of the site that were damaged during construction. Phase 2 included completion of the Upland Park, with pedestrian and bicycle paths, seating, lighting, lawns, and the public art piece.   <b>Public Art</b> Named ""Cradle"", the public art installed along the Greenway includes 3 trees laid on their sides upon concrete pods near the Curry Street overlook.  This art piece was provided by the 2% for Art Program administered by the Regional Art and Culture Council.  The artist, Buster Simpson, comments that it is a ""...sculptural monument to and for the Willamette River...One-and-a-half ton anthropomorphic concrete anchors hug uprooted trees to secure their position in the floodplain landscape and provide biomass for habitat enhancement.  The intent of the work is to acknowledge the dynamic forces of the river, climate and human interaction and express the intervention of the reconstructed shoreline.""  <b>Grand Opening Celebration</b> After nearly 12 years of work, this park was formally dedicated in an opening ceremony on Saturday, June 27, 2015.",,South Waterfront Greenway,,,,,45.497381,-122.667905
